bookings_id,user_id,slot_id,lot_id,start_time,end_time,day_of_week,is_weekend,is_festival,weather_condition,price_at_booking,status
B1329,U283,S1428,P129,2025-10-07T20:16:00,2025-10-07T21:16:00,Tuesday,False,False,cloudy,19.81,completed
B1330,U232,S578,P110,2025-10-16T19:57:00,2025-10-16T20:57:00,Thursday,False,False,cloudy,49.73,cancelled
B1331,U298,S232,P103,2026-01-06T10:31:00,2026-01-06T13:31:00,Tuesday,False,False,clear,24.61,completed
B1332,U209,S1517,P132,2025-11-24T16:17:00,2025-11-24T17:47:00,Monday,False,False,rain,24.11,completed
B1333,U216,S886,P117,2025-10-12T15:57:00,2025-10-12T17:57:00,Sunday,True,False,clear,40.91,completed
B1334,U250,S260,P103,2025-10-05T09:33:00,2025-10-05T15:33:00,Sunday,True,False,cloudy,32.79,completed
B1335,U217,S1202,P124,2026-01-01T12:40:00,2026-01-01T13:40:00,Thursday,False,False,haze,28.62,completed
B1336,U247,S1450,P130,2025-11-09T07:21:00,2025-11-09T09:21:00,Sunday,True,False,rain,63.17,completed
B1337,U297,S1044,P121,2026-01-13T10:18:00,2026-01-13T12:18:00,Tuesday,False,False,cloudy,28.79,completed
B1338,U203,S939,P118,2025-11-01T10:55:00,2025-11-01T11:55:00,Saturday,True,True,clear,34.42,cancelled
B1339,U130,S644,P112,2026-01-19T08:55:00,2026-01-19T10:55:00,Monday,False,False,clear,55.05,completed
B1340,U129,S1243,P125,2025-12-28T20:11:00,2025-12-28T21:11:00,Sunday,True,False,cloudy,25.56,completed
B1341,U210,S372,P105,2025-12-22T19:30:00,2025-12-22T20:30:00,Monday,False,False,clear,24.6,completed
B1342,U220,S1234,P125,2025-10-13T17:58:00,2025-10-13T20:58:00,Monday,False,False,clear,20.39,completed
B1343,U239,S1299,P126,2025-11-26T11:41:00,2025-11-26T12:41:00,Wednesday,False,False,cloudy,17.04,completed
B1344,U204,S1549,P132,2025-12-28T21:43:00,2025-12-28T23:43:00,Sunday,True,False,clear,25.99,completed
B1345,U186,S165,P101,2025-12-08T16:29:00,2025-12-08T17:59:00,Monday,False,False,clear,21.46,completed
B1346,U280,S1428,P129,2025-11-03T00:35:00,2025-11-03T02:35:00,Monday,False,False,cloudy,17.25,completed
B1347,U150,S371,P105,2025-12-21T12:54:00,2025-12-21T14:54:00,Sunday,True,False,cloudy,24.42,completed
B1348,U205,S933,P118,2026-01-26T05:31:00,2026-01-26T09:31:00,Monday,False,True,clear,33.45,completed
B1349,U134,S637,P112,2025-12-03T15:32:00,2025-12-03T16:02:00,Wednesday,False,False,clear,47.98,completed
B1350,U111,S508,P108,2025-12-06T18:25:00,2025-12-06T18:55:00,Saturday,True,False,clear,33.99,completed
B1351,U114,S1074,P122,2026-01-03T17:17:00,2026-01-03T19:17:00,Saturday,True,False,haze,46.52,completed
B1352,U248,S1480,P131,2025-10-19T19:26:00,2025-10-19T21:26:00,Sunday,True,False,cloudy,33.38,completed
B1353,U296,S617,P111,2025-12-15T09:26:00,2025-12-15T11:26:00,Monday,False,False,cloudy,62.67,completed
B1354,U145,S830,P116,2026-01-20T16:00:00,2026-01-20T18:00:00,Tuesday,False,False,cloudy,27.68,completed
B1355,U201,S599,P111,2025-10-10T09:03:00,2025-10-10T10:33:00,Friday,False,False,clear,59.97,completed
B1356,U155,S254,P103,2026-01-25T06:25:00,2026-01-25T07:25:00,Sunday,True,False,clear,28.07,cancelled
B1357,U279,S295,P104,2025-12-01T18:15:00,2025-12-01T18:45:00,Monday,False,False,clear,56.43,completed
B1358,U191,S648,P112,2025-10-21T19:23:00,2025-10-21T22:23:00,Tuesday,False,True,clear,75.07,completed
B1359,U149,S213,P102,2025-11-02T08:37:00,2025-11-02T10:37:00,Sunday,True,False,fog,44.84,completed
B1360,U141,S978,P119,2026-01-27T08:26:00,2026-01-27T12:26:00,Tuesday,False,False,fog,41.1,completed
B1361,U217,S1442,P129,2025-12-28T10:35:00,2025-12-28T11:35:00,Sunday,True,False,clear,18.99,completed
B1362,U106,S1475,P131,2025-12-24T19:54:00,2025-12-24T20:54:00,Wednesday,False,False,clear,31.77,completed
B1363,U256,S1341,P127,2025-12-29T01:25:00,2025-12-29T02:55:00,Monday,False,False,cloudy,49.47,completed
B1364,U103,S651,P112,2025-10-06T17:12:00,2025-10-06T18:12:00,Monday,False,False,cloudy,49.37,completed
B1365,U276,S880,P117,2025-11-12T19:39:00,2025-11-12T21:39:00,Wednesday,False,False,clear,43.82,completed
B1366,U157,S1096,P122,2025-12-22T15:21:00,2025-12-22T16:51:00,Monday,False,False,haze,43.27,completed
B1367,U263,S353,P105,2025-12-09T15:09:00,2025-12-09T18:09:00,Tuesday,False,False,cloudy,21.01,completed
B1368,U172,S1228,P125,2026-01-09T11:52:00,2026-01-09T12:52:00,Friday,False,False,fog,20.06,completed
B1369,U272,S179,P102,2026-01-11T01:25:00,2026-01-11T01:55:00,Sunday,True,False,clear,38.66,completed
B1370,U259,S1341,P127,2026-01-24T20:46:00,2026-01-24T22:16:00,Saturday,True,False,cloudy,66.61,cancelled
B1371,U230,S454,P107,2025-10-29T19:32:00,2025-10-29T21:32:00,Wednesday,False,False,cloudy,47.19,completed
B1372,U278,S268,P103,2025-10-22T20:07:00,2025-10-22T23:07:00,Wednesday,False,False,haze,27.51,completed
B1373,U114,S499,P108,2025-11-11T06:49:00,2025-11-11T07:19:00,Tuesday,False,False,rain,27.83,completed
B1374,U142,S531,P109,2025-12-19T12:32:00,2025-12-19T16:32:00,Friday,False,False,clear,18.22,completed
B1375,U177,S1400,P128,2026-01-02T16:03:00,2026-01-02T19:03:00,Friday,False,False,rain,42.21,completed
B1376,U228,S1158,P124,2025-11-08T17:58:00,2025-11-08T18:58:00,Saturday,True,False,clear,33.37,completed
B1377,U114,S1381,P128,2025-12-01T23:49:00,2025-12-02T00:19:00,Monday,False,False,cloudy,36.65,completed
B1378,U129,S1242,P125,2025-12-28T05:45:00,2025-12-28T06:15:00,Sunday,True,False,clear,23.76,completed
B1379,U271,S470,P107,2026-01-28T20:48:00,2026-01-28T22:48:00,Wednesday,False,False,haze,47.34,completed
B1380,U218,S890,P117,2025-11-19T09:54:00,2025-11-19T10:54:00,Wednesday,False,False,cloudy,43.9,completed
B1381,U267,S761,P115,2025-10-17T20:40:00,2025-10-17T21:40:00,Friday,False,False,rain,27.6,cancelled
B1382,U294,S1348,P127,2026-01-18T17:36:00,2026-01-18T21:36:00,Sunday,True,False,clear,58.37,completed
B1383,U254,S101,P101,2025-10-29T17:43:00,2025-10-29T20:43:00,Wednesday,False,False,rain,23.85,completed
B1384,U290,S527,P108,2025-11-13T05:40:00,2025-11-13T06:40:00,Thursday,False,False,clear,25.78,completed
B1385,U234,S1233,P125,2025-11-19T21:58:00,2025-11-19T22:28:00,Wednesday,False,False,cloudy,19.66,completed
B1386,U134,S1054,P121,2025-11-05T18:45:00,2025-11-05T19:15:00,Wednesday,False,False,cloudy,36.2,completed
B1387,U163,S452,P107,2025-10-27T13:08:00,2025-10-27T14:08:00,Monday,False,False,clear,38.37,completed
B1388,U119,S883,P117,2025-12-21T20:04:00,2025-12-21T22:04:00,Sunday,True,False,rain,53.27,completed
B1389,U110,S1403,P128,2026-01-07T12:28:00,2026-01-07T13:58:00,Wednesday,False,False,clear,38.62,completed
B1390,U181,S956,P118,2025-12-17T18:21:00,2025-12-17T21:21:00,Wednesday,False,False,clear,28.58,completed
B1391,U241,S739,P114,2026-01-10T14:14:00,2026-01-10T15:14:00,Saturday,True,False,clear,31.34,completed
B1392,U120,S1475,P131,2025-12-22T15:42:00,2025-12-22T17:42:00,Monday,False,False,clear,24.77,completed
B1393,U255,S1477,P131,2025-11-15T23:59:00,2025-11-16T01:29:00,Saturday,True,False,clear,30.8,cancelled
B1394,U262,S1136,P123,2025-12-02T18:14:00,2025-12-02T21:14:00,Tuesday,False,False,cloudy,62.16,completed
B1395,U176,S534,P109,2026-01-03T13:48:00,2026-01-03T16:48:00,Saturday,True,False,clear,20.65,completed
B1396,U159,S808,P115,2025-11-10T07:07:00,2025-11-10T10:07:00,Monday,False,False,fog,20.56,completed
B1397,U277,S597,P111,2025-12-19T20:31:00,2025-12-19T22:31:00,Friday,False,False,fog,61.31,completed
B1398,U258,S1297,P126,2026-01-15T16:24:00,2026-01-15T19:24:00,Thursday,False,False,fog,16.79,completed
B1399,U226,S294,P104,2025-12-13T18:30:00,2025-12-13T20:30:00,Saturday,True,False,clear,65.17,completed
B1400,U155,S112,P101,2025-11-14T18:03:00,2025-11-14T19:33:00,Friday,False,False,fog,23.96,cancelled
B1401,U170,S1487,P131,2025-12-17T18:40:00,2025-12-17T20:10:00,Wednesday,False,False,rain,34.58,completed
B1402,U209,S1372,P128,2025-10-30T08:18:00,2025-10-30T09:48:00,Thursday,False,False,fog,45.4,completed
B1403,U120,S882,P117,2025-11-30T19:41:00,2025-11-30T21:41:00,Sunday,True,False,clear,46.0,completed
B1404,U289,S424,P106,2025-11-24T07:21:00,2025-11-24T09:21:00,Monday,False,False,clear,39.42,completed
B1405,U131,S1245,P125,2025-11-11T18:31:00,2025-11-11T20:31:00,Tuesday,False,False,clear,23.39,completed
B1406,U157,S1018,P119,2026-01-07T17:19:00,2026-01-07T18:49:00,Wednesday,False,False,rain,36.35,completed
B1407,U137,S296,P104,2026-01-18T14:52:00,2026-01-18T16:22:00,Sunday,True,False,clear,52.12,completed
B1408,U104,S1544,P132,2025-11-02T10:22:00,2025-11-02T11:22:00,Sunday,True,False,clear,26.71,cancelled
B1409,U105,S719,P113,2025-10-19T20:27:00,2025-10-20T00:27:00,Sunday,True,False,clear,28.67,completed
B1410,U170,S657,P113,2025-12-24T18:06:00,2025-12-25T00:06:00,Wednesday,False,False,fog,27.17,completed
B1411,U121,S772,P115,2025-10-13T08:01:00,2025-10-13T08:31:00,Monday,False,False,clear,25.15,completed
B1412,U223,S241,P103,2026-01-10T14:34:00,2026-01-10T16:34:00,Saturday,True,False,clear,26.92,completed
B1413,U238,S121,P101,2025-11-26T03:36:00,2025-11-26T05:36:00,Wednesday,False,False,clear,21.34,completed
B1414,U169,S957,P118,2026-01-27T10:40:00,2026-01-27T13:40:00,Tuesday,False,False,clear,23.44,completed
B1415,U129,S1305,P126,2025-10-15T08:07:00,2025-10-15T10:07:00,Wednesday,False,False,cloudy,19.59,completed
B1416,U287,S719,P113,2025-12-09T07:07:00,2025-12-09T08:07:00,Tuesday,False,False,clear,21.8,completed
B1417,U258,S344,P105,2025-12-05T07:36:00,2025-12-05T09:36:00,Friday,False,False,fog,20.82,completed
B1418,U174,S1019,P119,2025-10-25T08:18:00,2025-10-25T11:18:00,Saturday,True,False,cloudy,48.63,completed
B1419,U156,S1133,P123,2025-11-12T04:29:00,2025-11-12T05:29:00,Wednesday,False,False,clear,48.5,completed
B1420,U128,S775,P115,2025-12-28T06:50:00,2025-12-28T12:50:00,Sunday,True,False,cloudy,23.56,completed
B1421,U290,S1327,P126,2025-11-08T19:31:00,2025-11-08T20:01:00,Saturday,True,False,cloudy,23.14,completed
B1422,U124,S880,P117,2025-11-05T19:06:00,2025-11-05T20:36:00,Wednesday,False,False,clear,40.41,completed
B1423,U243,S478,P107,2025-10-25T02:49:00,2025-10-25T03:49:00,Saturday,True,False,fog,47.56,completed
B1424,U115,S994,P119,2026-01-07T20:27:00,2026-01-07T22:27:00,Wednesday,False,False,rain,45.33,completed
B1425,U119,S903,P117,2025-12-09T07:17:00,2025-12-09T13:17:00,Tuesday,False,False,haze,33.83,completed
B1426,U133,S897,P117,2025-12-06T09:31:00,2025-12-06T10:31:00,Saturday,True,False,clear,48.0,completed
B1427,U199,S1250,P125,2025-12-17T18:47:00,2025-12-17T21:47:00,Wednesday,False,False,rain,25.32,completed
B1428,U142,S849,P116,2025-12-03T00:27:00,2025-12-03T02:27:00,Wednesday,False,False,fog,26.43,completed
B1429,U192,S1470,P130,2025-11-07T07:33:00,2025-11-07T10:33:00,Friday,False,False,clear,50.23,completed
B1430,U115,S197,P102,2025-12-17T04:52:00,2025-12-17T10:52:00,Wednesday,False,False,clear,33.8,completed
B1431,U101,S877,P117,2026-01-11T08:18:00,2026-01-11T09:18:00,Sunday,True,False,fog,47.8,completed
B1432,U190,S780,P115,2025-10-03T11:14:00,2025-10-03T13:14:00,Friday,False,False,rain,23.09,completed
B1433,U220,S1354,P127,2025-10-28T16:41:00,2025-10-28T17:41:00,Tuesday,False,False,clear,52.99,completed
B1434,U206,S134,P101,2026-01-16T08:02:00,2026-01-16T08:32:00,Friday,False,False,cloudy,25.44,completed
B1435,U270,S978,P119,2025-12-03T17:22:00,2025-12-03T18:22:00,Wednesday,False,False,clear,34.29,completed
B1436,U241,S1071,P122,2025-11-30T04:27:00,2025-11-30T05:57:00,Sunday,True,False,cloudy,48.5,completed
B1437,U190,S647,P112,2026-01-05T06:32:00,2026-01-05T08:32:00,Monday,False,False,clear,46.6,completed
B1438,U173,S1124,P123,2026-01-12T07:00:00,2026-01-12T08:30:00,Monday,False,False,clear,49.27,completed
B1439,U176,S929,P118,2026-01-25T08:41:00,2026-01-25T11:41:00,Sunday,True,False,fog,30.32,completed
B1440,U262,S716,P113,2025-11-11T19:37:00,2025-11-11T21:07:00,Tuesday,False,False,clear,25.03,completed
B1441,U262,S683,P113,2025-12-28T23:32:00,2025-12-29T05:32:00,Sunday,True,False,clear,24.43,completed
B1442,U250,S844,P116,2025-12-21T10:45:00,2025-12-21T11:45:00,Sunday,True,False,fog,31.52,completed
B1443,U206,S776,P115,2026-01-17T14:30:00,2026-01-17T17:30:00,Saturday,True,False,clear,22.97,completed
B1444,U235,S1120,P123,2025-12-14T10:40:00,2025-12-14T11:10:00,Sunday,True,False,rain,62.01,completed
B1445,U154,S450,P107,2025-12-04T13:57:00,2025-12-04T14:57:00,Thursday,False,False,clear,40.91,completed
B1446,U140,S1488,P132,2025-12-21T20:57:00,2025-12-21T22:57:00,Sunday,True,False,clear,30.76,completed
B1447,U114,S272,P103,2025-12-31T19:34:00,2025-12-31T22:34:00,Wednesday,False,False,cloudy,29.72,completed
B1448,U126,S1193,P124,2025-11-30T07:27:00,2025-11-30T09:27:00,Sunday,True,False,fog,33.23,completed
B1449,U175,S968,P118,2025-12-01T13:03:00,2025-12-01T15:03:00,Monday,False,False,fog,23.76,completed
B1450,U106,S956,P118,2025-11-15T19:46:00,2025-11-15T22:46:00,Saturday,True,False,clear,31.61,completed
B1451,U207,S532,P109,2026-01-19T16:00:00,2026-01-19T17:00:00,Monday,False,False,clear,16.84,completed
B1452,U240,S1397,P128,2026-01-27T19:09:00,2026-01-27T21:09:00,Tuesday,False,False,clear,47.87,completed
B1453,U239,S250,P103,2025-11-25T20:58:00,2025-11-25T21:58:00,Tuesday,False,False,clear,29.89,completed
B1454,U192,S1276,P126,2025-10-16T19:50:00,2025-10-16T20:50:00,Thursday,False,False,rain,20.85,completed
B1455,U192,S527,P108,2025-12-08T07:55:00,2025-12-08T09:25:00,Monday,False,False,clear,24.55,completed
B1456,U104,S1063,P121,2025-11-01T02:07:00,2025-11-01T08:07:00,Saturday,True,True,clear,47.99,completed
B1457,U101,S127,P101,2025-11-25T09:54:00,2025-11-25T10:54:00,Tuesday,False,False,clear,24.83,completed
B1458,U134,S463,P107,2025-11-18T00:27:00,2025-11-18T03:27:00,Tuesday,False,False,haze,42.15,completed
B1459,U258,S880,P117,2026-01-02T11:31:00,2026-01-02T13:01:00,Friday,False,False,clear,33.8,completed
B1460,U252,S882,P117,2025-11-08T13:15:00,2025-11-08T14:45:00,Saturday,True,False,fog,40.69,completed
B1461,U212,S1482,P131,2025-10-07T08:50:00,2025-10-07T09:20:00,Tuesday,False,False,cloudy,29.58,completed
B1462,U188,S1176,P124,2026-01-21T15:08:00,2026-01-21T18:08:00,Wednesday,False,False,clear,31.08,completed
B1463,U177,S1380,P128,2025-12-28T11:38:00,2025-12-28T12:38:00,Sunday,True,False,haze,43.47,completed
B1464,U270,S1199,P124,2026-01-08T19:19:00,2026-01-08T20:49:00,Thursday,False,False,clear,34.92,completed
B1465,U175,S963,P118,2025-10-03T07:17:00,2025-10-03T11:17:00,Friday,False,False,cloudy,21.92,completed
B1466,U274,S538,P109,2025-11-20T08:00:00,2025-11-20T11:00:00,Thursday,False,False,clear,21.19,completed
B1467,U117,S936,P118,2025-12-24T10:37:00,2025-12-24T11:07:00,Wednesday,False,False,cloudy,23.77,completed
B1468,U101,S1421,P128,2025-10-09T03:11:00,2025-10-09T05:11:00,Thursday,False,False,clear,36.59,completed
B1469,U167,S671,P113,2026-01-22T19:05:00,2026-01-22T20:35:00,Thursday,False,False,fog,25.54,completed
B1470,U104,S578,P110,2026-01-11T18:20:00,2026-01-11T18:50:00,Sunday,True,False,haze,52.02,completed
B1471,U188,S645,P112,2025-10-07T16:36:00,2025-10-07T22:36:00,Tuesday,False,False,rain,51.61,completed
B1472,U278,S547,P109,2025-11-21T14:03:00,2025-11-21T16:03:00,Friday,False,False,clear,16.98,completed
B1473,U282,S1066,P121,2025-12-04T08:33:00,2025-12-04T11:33:00,Thursday,False,False,fog,37.01,completed
B1474,U174,S1028,P120,2025-12-26T21:25:00,2025-12-27T03:25:00,Friday,False,False,rain,19.91,completed
B1475,U274,S324,P104,2025-10-06T16:22:00,2025-10-06T16:52:00,Monday,False,False,clear,46.18,completed
B1476,U141,S594,P111,2025-11-27T21:15:00,2025-11-27T22:45:00,Thursday,False,False,rain,58.28,completed
B1477,U201,S890,P117,2025-11-26T07:23:00,2025-11-26T10:23:00,Wednesday,False,False,rain,36.81,completed
B1478,U194,S471,P107,2025-10-28T10:03:00,2025-10-28T12:03:00,Tuesday,False,False,clear,39.52,completed
B1479,U134,S1083,P122,2026-01-27T09:03:00,2026-01-27T10:03:00,Tuesday,False,False,cloudy,47.44,completed
B1480,U239,S1185,P124,2026-01-22T07:32:00,2026-01-22T08:32:00,Thursday,False,False,clear,30.34,completed
B1481,U135,S193,P102,2025-11-07T08:43:00,2025-11-07T09:43:00,Friday,False,False,clear,40.55,completed
B1482,U197,S1149,P123,2025-11-02T08:57:00,2025-11-02T09:57:00,Sunday,True,False,clear,67.42,completed
B1483,U169,S641,P112,2025-12-22T07:11:00,2025-12-22T07:41:00,Monday,False,False,clear,48.18,completed
B1484,U195,S1062,P121,2025-11-01T17:36:00,2025-11-01T20:36:00,Saturday,True,True,rain,48.38,completed
B1485,U154,S1545,P132,2025-12-28T18:55:00,2025-12-28T21:55:00,Sunday,True,False,clear,31.83,completed
B1486,U123,S1238,P125,2025-10-24T09:21:00,2025-10-24T10:51:00,Friday,False,False,clear,22.91,completed
B1487,U137,S558,P110,2025-12-05T04:27:00,2025-12-05T04:57:00,Friday,False,False,clear,41.8,completed
B1488,U201,S1093,P122,2025-10-19T15:41:00,2025-10-19T16:41:00,Sunday,True,False,clear,48.17,completed
B1489,U154,S1263,P126,2025-11-03T17:53:00,2025-11-03T19:53:00,Monday,False,False,clear,16.61,completed
B1490,U280,S612,P111,2026-01-25T17:20:00,2026-01-25T23:20:00,Sunday,True,False,cloudy,58.93,completed
B1491,U130,S1051,P121,2025-12-07T12:23:00,2025-12-07T13:53:00,Sunday,True,False,clear,36.0,completed
B1492,U252,S1018,P119,2025-12-03T10:42:00,2025-12-03T12:12:00,Wednesday,False,False,cloudy,34.2,completed
B1493,U133,S1288,P126,2025-10-03T14:02:00,2025-10-03T17:02:00,Friday,False,False,fog,16.95,completed
B1494,U161,S1219,P124,2025-12-22T18:11:00,2025-12-22T20:11:00,Monday,False,False,fog,35.05,completed
B1495,U237,S1342,P127,2025-12-24T16:37:00,2025-12-24T19:37:00,Wednesday,False,False,clear,49.5,completed
B1496,U149,S175,P102,2026-01-14T13:11:00,2026-01-14T13:41:00,Wednesday,False,True,rain,51.57,completed
B1497,U210,S870,P116,2025-11-26T07:47:00,2025-11-26T09:17:00,Wednesday,False,False,rain,31.11,cancelled
B1498,U245,S399,P106,2025-10-07T13:30:00,2025-10-07T15:30:00,Tuesday,False,False,clear,39.17,completed
B1499,U285,S1267,P126,2025-11-04T17:08:00,2025-11-04T18:38:00,Tuesday,False,False,haze,16.33,completed
B1500,U258,S369,P105,2026-01-19T19:01:00,2026-01-19T19:31:00,Monday,False,False,clear,26.19,completed
B1501,U199,S277,P104,2025-11-11T16:22:00,2025-11-11T17:22:00,Tuesday,False,False,rain,49.63,completed
B1502,U140,S1321,P126,2025-12-19T17:32:00,2025-12-19T18:32:00,Friday,False,False,clear,16.57,completed
B1503,U292,S392,P106,2025-11-18T08:26:00,2025-11-18T10:26:00,Tuesday,False,False,rain,50.71,completed
B1504,U130,S553,P110,2025-12-07T07:30:00,2025-12-07T09:00:00,Sunday,True,False,rain,49.14,completed
B1505,U280,S1239,P125,2025-10-28T12:27:00,2025-10-28T16:27:00,Tuesday,False,False,clear,19.87,completed
B1506,U133,S846,P116,2026-01-24T08:49:00,2026-01-24T10:19:00,Saturday,True,False,cloudy,34.85,cancelled
B1507,U207,S535,P109,2025-12-14T17:25:00,2025-12-14T20:25:00,Sunday,True,False,cloudy,20.4,completed
B1508,U132,S592,P111,2026-01-24T07:38:00,2026-01-24T08:08:00,Saturday,True,False,cloudy,61.11,completed
B1509,U230,S1131,P123,2025-10-18T06:10:00,2025-10-18T10:10:00,Saturday,True,False,rain,65.68,completed
B1510,U113,S1466,P130,2025-11-12T11:36:00,2025-11-12T14:36:00,Wednesday,False,False,clear,47.25,completed
B1511,U228,S1427,P129,2025-11-25T10:25:00,2025-11-25T14:25:00,Tuesday,False,False,clear,17.73,completed
B1512,U157,S650,P112,2026-01-27T07:39:00,2026-01-27T09:09:00,Tuesday,False,False,cloudy,46.3,completed
B1513,U176,S1469,P130,2025-10-12T07:53:00,2025-10-12T08:23:00,Sunday,True,False,clear,57.14,cancelled
B1514,U137,S1400,P128,2025-12-26T19:27:00,2025-12-26T19:57:00,Friday,False,False,cloudy,47.2,completed
B1515,U114,S1031,P120,2025-11-26T02:02:00,2025-11-26T03:32:00,Wednesday,False,False,clear,18.28,completed
B1516,U133,S762,P115,2025-12-13T02:35:00,2025-12-13T03:05:00,Saturday,True,False,clear,23.89,completed
B1517,U242,S1031,P120,2025-12-19T17:12:00,2025-12-19T19:12:00,Friday,False,False,fog,17.97,completed
B1518,U185,S879,P117,2025-11-16T09:46:00,2025-11-16T11:16:00,Sunday,True,False,clear,45.58,completed
B1519,U272,S101,P101,2026-01-28T15:50:00,2026-01-28T17:20:00,Wednesday,False,False,cloudy,21.83,completed
B1520,U105,S542,P109,2025-11-02T20:20:00,2025-11-02T22:20:00,Sunday,True,False,clear,24.81,cancelled
B1521,U104,S1481,P131,2026-01-11T23:54:00,2026-01-12T00:54:00,Sunday,True,False,cloudy,30.6,completed
B1522,U265,S1549,P132,2025-11-07T17:48:00,2025-11-07T18:48:00,Friday,False,False,clear,24.14,completed
B1523,U253,S156,P101,2026-01-07T13:12:00,2026-01-07T14:42:00,Wednesday,False,False,clear,20.14,completed
B1524,U258,S751,P115,2025-11-10T06:43:00,2025-11-10T08:43:00,Monday,False,False,clear,21.02,completed
B1525,U242,S1177,P124,2025-10-09T18:20:00,2025-10-09T19:20:00,Thursday,False,False,clear,37.15,completed
B1526,U206,S1392,P128,2025-10-05T07:57:00,2025-10-05T09:57:00,Sunday,True,False,fog,43.93,completed
B1527,U263,S615,P111,2025-10-08T18:31:00,2025-10-08T20:01:00,Wednesday,False,False,clear,62.58,completed
B1528,U154,S784,P115,2026-01-27T11:13:00,2026-01-27T14:13:00,Tuesday,False,False,clear,19.52,completed
B1529,U223,S1407,P128,2025-12-13T08:35:00,2025-12-13T11:35:00,Saturday,True,False,clear,51.95,completed
B1530,U236,S942,P118,2025-11-01T08:24:00,2025-11-01T09:54:00,Saturday,True,True,clear,42.0,completed
B1531,U294,S958,P118,2025-11-02T13:30:00,2025-11-02T15:30:00,Sunday,True,False,clear,26.07,completed
B1532,U271,S350,P105,2025-11-01T10:25:00,2025-11-01T11:25:00,Saturday,True,True,clear,33.71,completed
B1533,U137,S980,P119,2025-12-03T20:52:00,2025-12-04T00:52:00,Wednesday,False,False,cloudy,41.13,completed
B1534,U161,S1468,P130,2025-11-19T17:17:00,2025-11-19T23:17:00,Wednesday,False,False,clear,49.8,completed
B1535,U294,S968,P118,2025-11-30T17:29:00,2025-11-30T20:29:00,Sunday,True,False,haze,27.5,completed
B1536,U205,S1041,P121,2025-10-13T12:45:00,2025-10-13T13:45:00,Monday,False,False,clear,29.84,completed
B1537,U237,S276,P104,2025-11-11T21:19:00,2025-11-11T22:49:00,Tuesday,False,False,clear,46.6,completed
B1538,U252,S461,P107,2025-12-07T17:20:00,2025-12-07T18:50:00,Sunday,True,False,rain,48.34,completed
B1539,U149,S545,P109,2026-01-22T10:52:00,2026-01-22T12:22:00,Thursday,False,False,clear,17.1,completed
B1540,U165,S130,P101,2025-11-16T17:33:00,2025-11-16T21:33:00,Sunday,True,False,rain,24.89,completed
B1541,U126,S548,P110,2025-11-07T18:58:00,2025-11-07T19:58:00,Friday,False,False,rain,50.55,completed
B1542,U177,S736,P114,2025-11-13T20:17:00,2025-11-13T21:17:00,Thursday,False,False,cloudy,34.16,completed
B1543,U208,S1035,P120,2025-12-01T20:42:00,2025-12-01T22:42:00,Monday,False,False,cloudy,23.13,completed
B1544,U132,S1471,P130,2025-12-13T20:10:00,2025-12-13T21:10:00,Saturday,True,False,cloudy,63.29,completed
B1545,U231,S1072,P122,2026-01-19T08:58:00,2026-01-19T09:58:00,Monday,False,False,rain,54.75,completed
B1546,U252,S551,P110,2026-01-27T07:19:00,2026-01-27T09:19:00,Tuesday,False,False,clear,41.11,completed
B1547,U225,S1263,P126,2025-11-25T07:47:00,2025-11-25T09:47:00,Tuesday,False,False,rain,18.92,completed
B1548,U268,S1475,P131,2026-01-14T08:09:00,2026-01-14T08:39:00,Wednesday,False,True,clear,41.45,completed
B1549,U101,S901,P117,2025-10-19T18:11:00,2025-10-20T00:11:00,Sunday,True,False,fog,46.16,completed
B1550,U218,S116,P101,2025-11-24T08:38:00,2025-11-24T09:08:00,Monday,False,False,rain,27.81,completed
B1551,U199,S852,P116,2025-12-03T21:26:00,2025-12-03T22:56:00,Wednesday,False,False,clear,26.04,completed
B1552,U262,S1430,P129,2025-10-12T08:26:00,2025-10-12T11:26:00,Sunday,True,False,clear,23.42,completed
B1553,U192,S230,P103,2025-10-15T14:20:00,2025-10-15T16:20:00,Wednesday,False,False,cloudy,24.68,completed
B1554,U183,S476,P107,2025-11-01T02:04:00,2025-11-01T03:04:00,Saturday,True,True,cloudy,61.59,completed
B1555,U226,S741,P114,2025-10-16T07:28:00,2025-10-16T08:58:00,Thursday,False,False,clear,28.4,completed
B1556,U178,S1030,P120,2025-11-07T20:06:00,2025-11-07T22:06:00,Friday,False,False,clear,22.31,completed
B1557,U258,S265,P103,2025-10-15T09:30:00,2025-10-15T12:30:00,Wednesday,False,False,clear,29.02,completed
B1558,U114,S510,P108,2025-12-29T20:29:00,2025-12-29T23:29:00,Monday,False,False,clear,30.52,completed
B1559,U134,S1026,P120,2026-01-11T07:13:00,2026-01-11T09:13:00,Sunday,True,False,clear,21.55,completed
B1560,U295,S301,P104,2025-10-02T18:41:00,2025-10-02T19:41:00,Thursday,False,False,haze,54.87,completed
B1561,U193,S868,P116,2026-01-19T09:29:00,2026-01-19T11:29:00,Monday,False,False,clear,33.15,completed
B1562,U245,S1041,P121,2025-12-28T18:28:00,2025-12-28T19:58:00,Sunday,True,False,fog,41.14,completed
B1563,U118,S921,P118,2026-01-19T18:13:00,2026-01-19T20:13:00,Monday,False,False,clear,26.9,completed
B1564,U247,S828,P116,2025-10-06T19:33:00,2025-10-06T20:33:00,Monday,False,False,clear,33.12,completed
