id,lot_id,slot_number,vehicle_type,status
S1028,P120,A01,ev,available
S1029,P123,A03,ev,available
S1030,P101,A04,ev,occupied
S1031,P140,A05,ev,available
S1032,P136,A06,ev,occupied
S1033,P110,A07,ev,available
S1034,P105,A09,ev,available
S1035,P120,A10,ev,occupied
S1036,P112,A11,ev,available
S1037,P102,A12,ev,reserved
S1038,P107,A13,ev,available
S1039,P134,A14,ev,reserved
S1040,P104,A15,ev,available
S1041,P107,A16,ev,occupied
S1042,P126,A17,ev,available
S1043,P140,A18,ev,reserved
S1044,P102,A19,ev,occupied
S1045,P128,B01,ev,occupied
S1046,P105,B02,ev,available
S1047,P104,B03,ev,reserved
S1048,P125,B04,ev,occupied
S1049,P132,B05,ev,available
S1050,P111,B07,ev,available
S1051,P118,B08,ev,occupied
S1052,P105,B10,ev,occupied
S1053,P126,B11,ev,reserved
S1054,P112,B12,ev,reserved
S1055,P105,B14,ev,occupied
S1056,P112,B16,ev,occupied
S1057,P133,B17,ev,occupied
S1058,P117,B18,ev,reserved
S1059,P110,B19,ev,reserved
S1060,P128,B20,ev,available
S1061,P121,C01,ev,occupied
S1062,P125,C02,ev,reserved
S1063,P128,C04,ev,reserved
S1064,P110,C06,ev,reserved
S1065,P135,C07,ev,occupied
S1066,P121,C08,ev,reserved
S1067,P122,C10,ev,reserved
S1068,P121,C11,ev,reserved
S1069,P101,C12,ev,occupied
S1070,P115,C13,ev,available
S1071,P109,C15,ev,reserved
S1072,P113,C16,ev,available
S1073,P122,C17,ev,available
S1074,P113,C18,ev,occupied
S1075,P102,C20,ev,reserved
S1076,P136,D02,ev,available
S1077,P112,D03,ev,reserved
S1078,P112,D04,ev,available
S1079,P126,D05,ev,reserved
S1080,P126,D06,ev,occupied
S1081,P107,D07,ev,available
S1082,P121,D09,ev,available
S1083,P125,D10,ev,available
S1084,P112,D11,ev,reserved
S1085,P133,D12,ev,occupied
S1086,P107,D13,ev,occupied
S1087,P121,D14,ev,reserved
S1088,P105,D16,ev,reserved
S1089,P104,D18,ev,occupied
S1090,P102,A02,bike,available
S1091,P126,A03,bike,reserved
S1092,P136,A04,bike,occupied
S1093,P114,A05,bike,occupied
S1094,P117,A06,bike,occupied
S1095,P140,A07,bike,available
S1096,P106,A08,bike,reserved
S1097,P111,A09,bike,occupied
S1098,P120,A10,bike,occupied
S1099,P108,A12,bike,reserved
S1100,P120,A14,bike,reserved
S1101,P109,A15,bike,occupied
S1102,P130,A16,bike,reserved
S1103,P108,A18,bike,occupied
S1104,P105,A19,bike,available
S1105,P109,A20,bike,reserved
S1106,P101,B01,bike,occupied
S1107,P126,B02,bike,available
S1108,P117,B03,bike,available
S1109,P122,B04,bike,reserved
S1110,P106,B05,bike,occupied
S1111,P102,B06,bike,reserved
S1112,P106,B09,bike,available
S1113,P121,B10,bike,reserved
S1114,P113,B12,bike,available
S1115,P135,B13,bike,available
S1116,P122,B14,bike,occupied
S1117,P139,B15,bike,occupied
S1118,P136,A01,bike,available
S1119,P116,A03,bike,available
S1120,P106,A04,bike,occupied
S1121,P117,A05,bike,occupied
S1122,P125,A06,bike,reserved
S1123,P126,A08,bike,available
S1124,P125,A10,bike,reserved
S1125,P132,A11,bike,reserved
S1126,P136,A12,bike,occupied
S1127,P115,A13,bike,available
S1128,P139,A15,bike,reserved
S1129,P128,A16,bike,occupied
S1130,P128,A17,bike,occupied
S1131,P115,A18,bike,available
S1132,P132,A19,bike,occupied
S1133,P136,A20,bike,reserved
S1134,P125,B01,bike,occupied
S1135,P117,B02,bike,occupied
S1136,P136,B03,bike,available
S1137,P125,B04,bike,reserved
S1138,P117,B06,bike,occupied
S1139,P123,B07,bike,occupied
S1140,P123,B09,bike,reserved
S1141,P121,B10,bike,reserved
S1142,P102,B11,bike,available
S1143,P102,B13,bike,occupied
S1144,P109,B15,bike,reserved
S1145,P130,B16,bike,occupied
S1146,P114,B17,bike,reserved
S1147,P123,B18,bike,available
S1148,P113,C01,bike,occupied
S1149,P118,C02,bike,available
S1150,P140,C03,bike,available
S1151,P112,C04,bike,reserved
S1152,P115,C06,bike,available
S1153,P108,C07,bike,available
S1154,P115,C08,bike,reserved
S1155,P108,C09,bike,reserved
S1156,P136,C10,bike,reserved
S1157,P110,C11,bike,occupied
S1158,P135,C12,bike,occupied
S1159,P135,C13,bike,available
S1160,P126,C14,bike,reserved
S1161,P134,C15,bike,available
S1162,P125,C16,bike,available
S1163,P139,A01,car,reserved
S1164,P123,A04,car,reserved
S1165,P112,A05,car,reserved
S1166,P136,A06,car,occupied
S1167,P110,A07,car,reserved
S1168,P130,A08,car,reserved
S1169,P118,A10,car,occupied
S1170,P125,A12,car,occupied
S1171,P125,A13,car,reserved
S1172,P102,A14,car,available
S1173,P113,A15,car,reserved
S1174,P109,A16,car,occupied
S1175,P140,A17,car,occupied
S1176,P135,A18,car,available
S1177,P121,A19,car,available
S1178,P126,A20,car,occupied
S1179,P105,B01,car,available
S1180,P120,B02,car,available
S1181,P104,B03,car,reserved
S1182,P115,B05,car,reserved
S1183,P106,B06,car,occupied
S1184,P136,A01,car,available
S1185,P136,A02,car,reserved
S1186,P140,A03,bike,reserved
S1187,P112,A04,car,reserved
S1188,P114,A07,ev,reserved
S1189,P125,A09,ev,available
S1190,P135,A10,bike,occupied
S1191,P133,A11,bike,available
S1192,P128,A12,ev,occupied
S1193,P110,A13,ev,available
S1194,P107,A14,ev,occupied
S1195,P135,A15,bike,reserved
S1196,P140,A17,bike,available
S1197,P114,A18,car,occupied
S1198,P112,A19,ev,reserved
S1199,P135,B01,bike,available
S1200,P139,B02,bike,available
S1201,P128,B03,car,available
S1202,P139,B04,ev,reserved
S1203,P132,A01,car,occupied
S1204,P140,A02,car,reserved
S1205,P116,A03,car,occupied
S1206,P105,A04,car,occupied
S1207,P130,A05,car,occupied
S1208,P139,A09,car,reserved
S1209,P107,A10,car,occupied
S1210,P109,A11,car,reserved
S1211,P107,A12,car,available
S1212,P122,A13,car,reserved
S1213,P123,A14,car,occupied
S1214,P128,A15,car,available
S1215,P128,A02,ev,reserved
S1216,P114,A03,bike,occupied
S1217,P113,A04,ev,reserved
S1218,P102,A05,car,reserved
S1219,P121,A07,bike,occupied
S1220,P101,A08,car,reserved
S1221,P118,A09,ev,available
S1222,P116,A10,bike,occupied
S1223,P113,A11,car,occupied
S1224,P132,A12,bike,available
S1225,P123,A13,bike,occupied
S1226,P126,A14,bike,occupied
S1227,P107,A15,ev,available
S1228,P132,A16,car,reserved
S1229,P121,A17,car,available
S1230,P116,A19,car,occupied
S1231,P132,A20,bike,reserved
S1232,P139,B01,ev,reserved
S1233,P122,B02,car,reserved
S1234,P126,B03,ev,occupied
S1235,P113,B04,car,occupied
S1236,P121,B05,car,occupied
S1237,P116,B07,bike,reserved
S1238,P108,B08,bike,available
S1239,P135,B09,ev,occupied
S1240,P110,B10,bike,reserved
S1241,P113,B11,bike,occupied
S1242,P130,B12,car,reserved
S1243,P140,B13,car,available
S1244,P115,B14,bike,reserved
S1245,P134,B16,ev,occupied
S1246,P116,B18,car,available
S1247,P135,B19,ev,reserved
S1248,P117,B20,bike,occupied
S1249,P102,C03,bike,occupied
S1250,P108,C04,bike,available
S1251,P104,C06,bike,available
S1252,P128,C07,ev,occupied
S1253,P109,C08,ev,reserved
S1254,P125,C09,ev,occupied
S1255,P134,C11,ev,reserved
S1256,P102,C13,bike,reserved
S1257,P118,C14,car,available
S1258,P101,C15,bike,occupied
S1259,P106,C18,car,occupied
S1260,P117,C20,bike,occupied
S1261,P134,D01,ev,reserved
S1262,P102,D02,ev,reserved
S1263,P109,D03,bike,reserved
S1264,P136,D04,ev,reserved
S1265,P107,D05,car,occupied
S1266,P128,D06,bike,reserved
S1267,P118,D07,car,occupied
S1268,P106,D08,ev,reserved
S1269,P139,D09,ev,available
S1270,P102,D10,car,occupied
S1271,P136,D11,bike,available
S1272,P132,D12,ev,available
