id,lot_id,slot_number,vehicle_type,status
S1058,P132,B18,ev,available
S1059,P132,B19,ev,reserved
S1060,P132,B20,ev,available
S1061,P132,C01,ev,available
S1062,P132,C02,ev,occupied
S1063,P132,C04,ev,available
S1064,P132,C06,ev,reserved
S1065,P132,C07,ev,occupied
S1066,P132,C08,ev,occupied
S1067,P132,C10,ev,available
S1068,P132,C11,ev,available
S1069,P132,C12,ev,occupied
S1070,P132,C13,ev,reserved
S1071,P132,C15,ev,available
S1072,P132,C16,ev,available
S1073,P132,C17,ev,reserved
S1074,P132,C18,ev,available
S1075,P132,C20,ev,available
S1076,P132,D02,ev,available
S1077,P132,D03,ev,available
S1078,P132,D04,ev,occupied
S1079,P132,D05,ev,occupied
S1080,P132,D06,ev,occupied
S1081,P132,D07,ev,available
S1082,P132,D09,ev,available
S1083,P132,D10,ev,available
S1084,P132,D11,ev,available
S1085,P132,D12,ev,available
S1086,P132,D13,ev,available
S1087,P132,D14,ev,occupied
S1088,P132,D16,ev,occupied
S1089,P132,D18,ev,reserved
S1090,P133,A02,bike,occupied
S1091,P133,A03,bike,available
S1092,P133,A04,bike,reserved
S1093,P133,A05,bike,occupied
S1094,P133,A06,bike,available
S1095,P133,A07,bike,occupied
S1096,P133,A08,bike,available
S1097,P133,A09,bike,reserved
S1098,P133,A10,bike,available
S1099,P133,A12,bike,available
S1100,P133,A14,bike,occupied
S1101,P133,A15,bike,available
S1102,P133,A16,bike,occupied
S1103,P133,A18,bike,occupied
S1104,P133,A19,bike,available
S1105,P133,A20,bike,available
S1106,P133,B01,bike,reserved
S1107,P133,B02,bike,available
S1108,P133,B03,bike,available
S1109,P133,B04,bike,available
S1110,P133,B05,bike,available
S1111,P133,B06,bike,available
S1112,P133,B09,bike,reserved
S1113,P133,B10,bike,available
S1114,P133,B12,bike,available
S1115,P133,B13,bike,reserved
S1116,P133,B14,bike,reserved
S1117,P133,B15,bike,available
S1118,P134,A01,bike,available
S1119,P134,A03,bike,available
S1120,P134,A04,bike,available
S1121,P134,A05,bike,available
S1122,P134,A06,bike,occupied
S1123,P134,A08,bike,available
S1124,P134,A10,bike,available
S1125,P134,A11,bike,available
S1126,P134,A12,bike,available
S1127,P134,A13,bike,reserved
S1128,P134,A15,bike,available
S1129,P134,A16,bike,occupied
S1130,P134,A17,bike,available
S1131,P134,A18,bike,available
S1132,P134,A19,bike,occupied
S1133,P134,A20,bike,occupied
S1134,P134,B01,bike,reserved
S1135,P134,B02,bike,available
S1136,P134,B03,bike,available
S1137,P134,B04,bike,occupied
S1138,P134,B06,bike,available
S1139,P134,B07,bike,available
S1140,P134,B09,bike,available
S1141,P134,B10,bike,available
S1142,P134,B11,bike,available
S1143,P134,B13,bike,reserved
S1144,P134,B15,bike,available
S1145,P134,B16,bike,occupied
S1146,P134,B17,bike,reserved
S1147,P134,B18,bike,available
S1148,P134,C01,bike,available
S1149,P134,C02,bike,reserved
S1150,P134,C03,bike,available
S1151,P134,C04,bike,available
S1152,P134,C06,bike,available
S1153,P134,C07,bike,available
S1154,P134,C08,bike,occupied
S1155,P134,C09,bike,available
S1156,P134,C10,bike,reserved
S1157,P134,C11,bike,reserved
S1158,P134,C12,bike,occupied
S1159,P134,C13,bike,occupied
S1160,P134,C14,bike,reserved
S1161,P134,C15,bike,reserved
S1162,P134,C16,bike,available
S1163,P135,A01,car,available
S1164,P135,A04,car,occupied
S1165,P135,A05,car,available
S1166,P135,A06,car,available
S1167,P135,A07,car,available
S1168,P135,A08,car,available
S1169,P135,A10,car,available
S1170,P135,A12,car,occupied
S1171,P135,A13,car,available
S1172,P135,A14,car,reserved
S1173,P135,A15,car,available
S1174,P135,A16,car,available
S1175,P135,A17,car,reserved
S1176,P135,A18,car,available
S1177,P135,A19,car,available
S1178,P135,A20,car,reserved
S1179,P135,B01,car,available
S1180,P135,B02,car,available
S1181,P135,B03,car,occupied
S1182,P135,B05,car,reserved
S1183,P135,B06,car,occupied
S1184,P136,A01,car,available
S1185,P136,A02,car,reserved
S1186,P136,A03,bike,available
S1187,P136,A04,car,available
S1188,P136,A07,ev,available
S1189,P136,A09,ev,available
S1190,P136,A10,bike,available
S1191,P136,A11,bike,available
S1192,P136,A12,ev,reserved
S1193,P136,A13,ev,reserved
S1194,P136,A14,ev,reserved
S1195,P136,A15,bike,occupied
S1196,P136,A17,bike,available
S1197,P136,A18,car,occupied
S1198,P136,A19,ev,occupied
S1199,P136,B01,bike,available
S1200,P136,B02,bike,available
S1201,P136,B03,car,occupied
S1202,P136,B04,ev,available
S1203,P139,A01,car,available
S1204,P139,A02,car,reserved
S1205,P139,A03,car,occupied
S1206,P139,A04,car,available
S1207,P139,A05,car,available
S1208,P139,A09,car,available
S1209,P139,A10,car,occupied
S1210,P139,A11,car,available
S1211,P139,A12,car,available
S1212,P139,A13,car,available
S1213,P139,A14,car,available
S1214,P139,A15,car,reserved
S1215,P140,A02,ev,reserved
S1216,P140,A03,bike,available
S1217,P140,A04,ev,available
S1218,P140,A05,car,available
S1219,P140,A07,bike,occupied
S1220,P140,A08,car,available
S1221,P140,A09,ev,occupied
S1222,P140,A10,bike,available
S1223,P140,A11,car,available
S1224,P140,A12,bike,available
S1225,P140,A13,bike,occupied
S1226,P140,A14,bike,available
S1227,P140,A15,ev,reserved
S1228,P140,A16,car,available
S1229,P140,A17,car,available
S1230,P140,A19,car,available
S1231,P140,A20,bike,available
S1232,P140,B01,ev,occupied
S1233,P140,B02,car,available
S1234,P140,B03,ev,available
S1235,P140,B04,car,reserved
S1236,P140,B05,car,reserved
S1237,P140,B07,bike,available
S1238,P140,B08,bike,available
S1239,P140,B09,ev,occupied
S1240,P140,B10,bike,occupied
S1241,P140,B11,bike,available
S1242,P140,B12,car,reserved
S1243,P140,B13,car,available
S1244,P140,B14,bike,available
S1245,P140,B16,ev,available
S1246,P140,B18,car,reserved
S1247,P140,B19,ev,available
S1248,P140,B20,bike,reserved
S1249,P140,C03,bike,available
S1250,P140,C04,bike,available
S1251,P140,C06,bike,occupied
S1252,P140,C07,ev,reserved
S1253,P140,C08,ev,available
S1254,P140,C09,ev,available
S1255,P140,C11,ev,available
S1256,P140,C13,bike,occupied
S1257,P140,C14,car,reserved
S1258,P140,C15,bike,available
S1259,P140,C18,car,available
S1260,P140,C20,bike,available
S1261,P140,D01,ev,available
S1262,P140,D02,ev,occupied
S1263,P140,D03,bike,available
S1264,P140,D04,ev,available
S1265,P140,D05,car,occupied
S1266,P140,D06,bike,reserved
S1267,P140,D07,car,reserved
S1268,P140,D08,ev,reserved
S1269,P140,D09,ev,available
S1270,P140,D10,car,occupied
S1271,P140,D11,bike,occupied
S1272,P140,D12,ev,available
