payments_id,booking_id,amount,method,status,paid_at
PAY1087,B1142,21.62,wallet,success,2025-11-28T06:25:00
PAY1088,B1143,186.32,upi,success,2025-12-06T23:18:00
PAY1089,B1144,24.98,upi,success,2025-11-17T19:58:00
PAY1090,B1145,55.3,card,success,2025-11-12T17:08:00
PAY1091,B1146,38.88,wallet,success,2025-12-30T21:16:00
PAY1092,B1147,105.99,upi,success,2026-01-28T13:11:00
PAY1093,B1148,17.84,netbanking,success,2025-12-08T08:26:00
PAY1094,B1149,48.54,netbanking,success,2025-11-26T18:48:00
PAY1095,B1150,40.32,wallet,success,2025-11-24T15:26:00
PAY1096,B1151,81.06,netbanking,success,2026-01-12T21:30:00
PAY1097,B1152,25.66,wallet,success,2025-10-27T13:14:00
PAY1098,B1153,99.04,wallet,success,2025-11-12T09:42:00
PAY1099,B1154,65.94,wallet,success,2026-01-26T11:24:00
PAY1100,B1155,39.22,wallet,success,2026-01-09T20:47:00
PAY1101,B1156,27.73,upi,success,2025-10-05T18:40:00
PAY1102,B1157,49.85,upi,success,2026-01-15T01:04:00
PAY1103,B1158,46.4,netbanking,success,2025-10-02T12:52:00
PAY1104,B1159,70.43,netbanking,success,2025-11-02T09:23:00
PAY1105,B1161,10.39,netbanking,success,2025-10-09T07:48:00
PAY1106,B1162,16.95,upi,success,2025-12-02T16:27:00
PAY1107,B1163,21.73,upi,success,2026-01-05T20:30:00
PAY1108,B1164,24.01,card,success,2026-01-12T07:39:00
PAY1109,B1165,40.34,netbanking,success,2025-10-25T17:26:00
PAY1110,B1166,45.0,wallet,success,2025-12-02T16:41:00
PAY1111,B1167,34.56,netbanking,success,2026-01-04T17:13:00
PAY1112,B1168,86.94,wallet,success,2025-12-11T16:08:00
PAY1113,B1169,35.73,card,success,2025-12-24T19:51:00
PAY1114,B1170,22.37,card,success,2026-01-10T23:23:00
PAY1115,B1171,111.94,card,success,2025-11-26T09:26:00
PAY1116,B1172,212.56,upi,success,2025-10-07T14:13:00
PAY1117,B1173,38.31,netbanking,success,2025-12-25T09:29:00
PAY1118,B1174,76.59,wallet,success,2025-10-18T15:42:00
PAY1119,B1175,49.74,netbanking,success,2025-10-30T08:40:00
PAY1120,B1176,26.19,card,success,2025-10-05T21:23:00
PAY1121,B1177,78.84,upi,success,2025-11-14T17:44:00
PAY1122,B1178,41.98,upi,success,2026-01-27T07:23:00
PAY1123,B1179,16.99,wallet,success,2025-12-19T10:28:00
PAY1124,B1180,69.84,upi,success,2025-11-08T09:42:00
PAY1125,B1181,53.46,card,success,2025-12-19T08:47:00
PAY1126,B1182,42.02,card,success,2026-01-02T18:21:00
PAY1127,B1183,48.08,netbanking,success,2025-11-17T05:51:00
PAY1128,B1184,50.26,card,success,2026-01-21T19:31:00
PAY1129,B1185,29.26,netbanking,success,2026-01-05T17:39:00
PAY1130,B1186,54.52,card,success,2025-12-14T22:14:00
PAY1131,B1188,60.78,netbanking,success,2025-10-27T07:09:00
PAY1132,B1189,43.77,wallet,success,2025-10-26T00:14:00
PAY1133,B1190,57.28,card,success,2025-12-09T16:01:00
PAY1134,B1191,135.34,upi,success,2025-10-21T20:19:00
PAY1135,B1192,76.14,upi,success,2025-10-08T08:27:00
PAY1136,B1193,63.07,card,success,2025-10-13T08:54:00
PAY1137,B1195,33.41,upi,success,2025-10-25T06:55:00
PAY1138,B1196,114.88,wallet,success,2025-11-02T10:42:00
PAY1139,B1197,33.15,netbanking,success,2026-01-19T13:10:00
PAY1140,B1198,53.22,upi,success,2025-11-10T17:13:00
PAY1141,B1199,66.54,card,success,2026-01-21T12:02:00
PAY1142,B1200,51.53,netbanking,success,2026-01-09T11:42:00
PAY1143,B1201,28.97,card,success,2025-10-10T18:12:00
PAY1144,B1202,43.78,netbanking,success,2026-01-11T13:30:00
PAY1145,B1203,170.4,upi,success,2025-12-11T19:55:00
PAY1146,B1204,47.59,upi,success,2025-11-08T16:38:00
PAY1147,B1205,28.28,netbanking,success,2025-12-27T02:35:00
PAY1148,B1206,34.18,wallet,success,2025-10-09T14:02:00
PAY1149,B1207,147.0,wallet,success,2025-11-14T08:53:00
PAY1150,B1208,50.85,netbanking,success,2025-10-16T07:14:00
PAY1151,B1209,17.23,wallet,success,2025-11-20T23:14:00
PAY1152,B1210,19.42,wallet,success,2026-01-25T22:09:00
PAY1153,B1211,51.66,wallet,success,2025-11-28T07:33:00
PAY1154,B1212,35.92,card,success,2025-10-07T15:32:00
PAY1155,B1213,31.69,wallet,success,2025-12-07T07:10:00
PAY1156,B1214,78.08,card,success,2025-10-26T14:55:00
PAY1157,B1215,19.95,card,success,2025-11-16T13:16:00
PAY1158,B1216,174.06,upi,success,2025-10-28T14:27:00
PAY1159,B1217,51.31,netbanking,success,2025-11-17T07:29:00
PAY1160,B1218,92.0,netbanking,success,2026-01-10T15:10:00
PAY1161,B1219,130.62,wallet,success,2026-01-11T12:55:00
PAY1162,B1220,74.16,wallet,success,2025-12-29T09:56:00
PAY1163,B1221,241.74,wallet,success,2026-01-09T10:20:00
PAY1164,B1222,145.26,netbanking,success,2025-10-02T17:41:00
PAY1165,B1223,31.33,netbanking,success,2025-10-28T09:33:00
PAY1166,B1224,34.47,upi,success,2025-12-29T12:49:00
PAY1167,B1225,41.79,wallet,success,2025-12-09T19:30:00
PAY1168,B1226,25.02,wallet,failed,2025-12-30T21:45:00
PAY1169,B1227,24.11,upi,success,2025-10-22T18:36:00
PAY1170,B1228,36.75,card,success,2025-12-23T09:37:00
PAY1171,B1229,45.18,card,success,2026-01-04T04:33:00
PAY1172,B1230,33.32,card,success,2026-01-02T22:55:00
PAY1173,B1231,140.19,card,success,2025-12-19T13:13:00
PAY1174,B1232,53.13,netbanking,success,2025-12-03T04:03:00
PAY1175,B1233,68.23,card,success,2025-12-25T15:37:00
PAY1176,B1234,246.12,upi,success,2025-11-01T19:19:00
PAY1177,B1235,39.16,wallet,success,2025-12-10T09:53:00
PAY1178,B1236,22.75,netbanking,success,2026-01-26T08:28:00
PAY1179,B1237,32.13,netbanking,success,2025-11-20T16:19:00
PAY1180,B1238,65.95,netbanking,success,2026-01-26T21:59:00
PAY1181,B1239,98.58,wallet,success,2025-12-13T18:38:00
PAY1182,B1240,40.28,wallet,success,2025-10-30T10:07:00
PAY1183,B1241,21.91,upi,success,2025-12-24T04:50:00
PAY1184,B1242,77.67,card,success,2025-10-30T00:11:00
PAY1185,B1243,12.2,card,success,2025-11-23T11:39:00
PAY1186,B1244,26.12,netbanking,success,2025-11-10T19:03:00
PAY1187,B1245,60.76,upi,success,2025-11-24T15:53:00
PAY1188,B1246,78.76,wallet,success,2025-12-29T17:07:00
PAY1189,B1247,189.12,upi,success,2025-12-20T10:26:00
PAY1190,B1248,29.72,netbanking,success,2026-01-28T07:15:00
PAY1191,B1249,24.77,netbanking,success,2025-11-14T01:10:00
PAY1192,B1250,86.79,netbanking,success,2025-10-19T06:04:00
PAY1193,B1251,32.36,card,success,2025-10-17T20:57:00
PAY1194,B1252,19.54,netbanking,success,2025-10-30T03:22:00
PAY1195,B1253,22.96,netbanking,success,2025-11-29T15:06:00
PAY1196,B1254,32.73,upi,success,2025-11-21T12:28:00
PAY1197,B1255,96.9,wallet,success,2025-11-12T08:11:00
PAY1198,B1257,87.2,wallet,success,2025-12-27T06:11:00
PAY1199,B1258,35.53,upi,success,2025-11-02T09:08:00
PAY1200,B1259,43.42,wallet,success,2026-01-27T17:27:00
PAY1201,B1260,34.23,card,success,2025-12-05T19:06:00
PAY1202,B1262,47.85,netbanking,success,2026-01-28T12:36:00
PAY1203,B1263,17.68,netbanking,failed,2026-01-27T16:39:00
PAY1204,B1264,35.71,netbanking,success,2026-01-09T05:22:00
PAY1205,B1265,185.76,card,success,2025-10-16T13:55:00
PAY1206,B1266,74.14,netbanking,success,2025-12-11T19:49:00
PAY1207,B1267,25.6,netbanking,success,2026-01-19T18:34:00
PAY1208,B1268,220.14,card,success,2025-12-31T09:57:00
PAY1209,B1269,121.14,wallet,success,2026-01-22T07:11:00
PAY1210,B1270,43.68,card,success,2026-01-11T16:18:00
PAY1211,B1271,121.2,card,success,2025-12-05T17:51:00
PAY1212,B1272,47.87,wallet,success,2025-11-03T08:59:00
PAY1213,B1273,52.34,card,success,2025-12-28T16:33:00
PAY1214,B1274,289.74,wallet,success,2025-10-20T16:00:00
PAY1215,B1275,40.11,netbanking,success,2026-01-24T09:11:00
PAY1216,B1276,22.64,upi,success,2026-01-25T17:20:00
PAY1217,B1277,29.51,upi,success,2025-12-04T20:02:00
PAY1218,B1280,65.43,upi,success,2026-01-01T10:26:00
PAY1219,B1281,32.82,upi,success,2025-11-03T07:14:00
PAY1220,B1282,135.45,upi,success,2025-11-09T17:41:00
PAY1221,B1283,56.85,card,success,2026-01-13T04:20:00
PAY1222,B1284,81.18,netbanking,success,2026-01-10T06:17:00
PAY1223,B1285,82.08,netbanking,success,2025-10-16T08:39:00
PAY1224,B1286,215.36,upi,success,2025-12-03T17:39:00
PAY1225,B1287,27.27,card,success,2025-12-15T12:35:00
PAY1226,B1288,35.82,upi,success,2025-11-19T06:38:00
PAY1227,B1289,31.91,upi,success,2025-11-27T21:53:00
PAY1228,B1290,26.26,netbanking,success,2025-10-06T09:49:00
PAY1229,B1291,53.76,card,success,2026-01-07T16:01:00
PAY1230,B1292,20.67,upi,success,2025-11-05T18:15:00
PAY1231,B1293,146.94,card,success,2025-10-25T17:13:00
PAY1232,B1294,32.85,wallet,success,2025-11-02T18:14:00
PAY1233,B1295,95.08,wallet,success,2025-11-18T20:27:00
PAY1234,B1296,30.2,wallet,success,2026-01-08T13:58:00
PAY1235,B1297,56.46,upi,success,2025-11-07T09:18:00
PAY1236,B1298,81.14,upi,success,2025-12-02T08:40:00
PAY1237,B1299,37.04,card,success,2025-10-15T18:33:00
PAY1238,B1300,26.25,wallet,success,2025-12-30T19:13:00
PAY1239,B1301,52.28,wallet,success,2025-12-22T08:19:00
PAY1240,B1302,49.48,upi,success,2025-11-10T21:01:00
PAY1241,B1303,107.64,upi,success,2026-01-26T13:23:00
PAY1242,B1304,131.82,upi,success,2026-01-19T17:55:00
PAY1243,B1305,34.41,upi,success,2025-12-17T16:55:00
PAY1244,B1306,39.68,upi,success,2026-01-06T12:39:00
PAY1245,B1307,156.0,card,success,2025-11-30T08:49:00
PAY1246,B1308,206.16,card,success,2025-10-09T19:07:00
PAY1247,B1309,95.61,netbanking,success,2025-11-03T09:57:00
PAY1248,B1310,22.11,netbanking,success,2025-12-28T12:32:00
PAY1249,B1311,70.68,upi,success,2025-12-01T07:44:00
PAY1250,B1312,46.56,wallet,success,2025-10-22T17:10:00
PAY1251,B1313,21.18,wallet,success,2025-12-16T07:41:00
PAY1252,B1314,139.38,upi,success,2025-11-05T19:03:00
PAY1253,B1315,77.34,wallet,success,2026-01-21T06:31:00
PAY1254,B1316,40.72,card,success,2025-12-12T08:56:00
PAY1255,B1317,44.7,upi,success,2026-01-19T12:12:00
PAY1256,B1318,51.31,netbanking,success,2025-12-31T00:01:00
PAY1257,B1320,20.34,wallet,success,2025-12-15T18:24:00
PAY1258,B1321,91.26,card,success,2026-01-15T09:14:00
PAY1259,B1323,46.66,upi,success,2026-01-10T14:10:00
PAY1260,B1324,20.11,netbanking,success,2025-11-10T10:52:00
PAY1261,B1325,34.57,card,success,2026-01-13T16:47:00
PAY1262,B1326,48.74,wallet,success,2025-10-11T10:28:00
PAY1263,B1327,28.35,upi,success,2025-12-14T08:10:00
PAY1264,B1328,94.55,netbanking,success,2025-12-16T08:26:00
PAY1265,B1329,19.81,wallet,success,2025-10-07T20:16:00
PAY1266,B1331,73.83,card,success,2026-01-06T10:31:00
PAY1267,B1332,36.16,netbanking,success,2025-11-24T16:17:00
PAY1268,B1333,81.82,netbanking,success,2025-10-12T15:57:00
PAY1269,B1334,196.74,wallet,success,2025-10-05T09:33:00
PAY1270,B1335,28.62,wallet,success,2026-01-01T12:40:00
PAY1271,B1336,126.34,wallet,success,2025-11-09T07:21:00
PAY1272,B1337,57.58,netbanking,success,2026-01-13T10:18:00
PAY1273,B1339,110.1,netbanking,success,2026-01-19T08:55:00
PAY1274,B1340,25.56,card,success,2025-12-28T20:11:00
PAY1275,B1341,24.6,wallet,success,2025-12-22T19:30:00
PAY1276,B1342,61.17,wallet,success,2025-10-13T17:58:00
PAY1277,B1343,17.04,card,success,2025-11-26T11:41:00
PAY1278,B1344,51.98,card,success,2025-12-28T21:43:00
PAY1279,B1345,32.19,netbanking,success,2025-12-08T16:29:00
PAY1280,B1346,34.5,card,success,2025-11-03T00:35:00
PAY1281,B1347,48.84,card,success,2025-12-21T12:54:00
PAY1282,B1348,133.8,upi,success,2026-01-26T05:31:00
PAY1283,B1349,23.99,upi,success,2025-12-03T15:32:00
PAY1284,B1350,17.0,upi,success,2025-12-06T18:25:00
PAY1285,B1351,93.04,upi,success,2026-01-03T17:17:00
PAY1286,B1352,66.76,card,success,2025-10-19T19:26:00
PAY1287,B1353,125.34,upi,success,2025-12-15T09:26:00
PAY1288,B1354,55.36,netbanking,success,2026-01-20T16:00:00
PAY1289,B1355,89.95,card,success,2025-10-10T09:03:00
PAY1290,B1357,28.21,card,success,2025-12-01T18:15:00
PAY1291,B1358,225.21,upi,success,2025-10-21T19:23:00
PAY1292,B1359,89.68,wallet,success,2025-11-02T08:37:00
PAY1293,B1360,164.4,wallet,success,2026-01-27T08:26:00
PAY1294,B1361,18.99,wallet,success,2025-12-28T10:35:00
PAY1295,B1362,31.77,card,success,2025-12-24T19:54:00
PAY1296,B1363,74.2,netbanking,success,2025-12-29T01:25:00
PAY1297,B1364,49.37,netbanking,success,2025-10-06T17:12:00
PAY1298,B1365,87.64,netbanking,success,2025-11-12T19:39:00
PAY1299,B1366,64.91,upi,success,2025-12-22T15:21:00
PAY1300,B1367,63.03,wallet,success,2025-12-09T15:09:00
PAY1301,B1368,20.06,card,success,2026-01-09T11:52:00
PAY1302,B1369,19.33,netbanking,success,2026-01-11T01:25:00
PAY1303,B1371,94.38,upi,success,2025-10-29T19:32:00
PAY1304,B1372,82.53,wallet,success,2025-10-22T20:07:00
PAY1305,B1373,13.91,card,success,2025-11-11T06:49:00
PAY1306,B1374,72.88,netbanking,success,2025-12-19T12:32:00
PAY1307,B1375,126.63,card,success,2026-01-02T16:03:00
PAY1308,B1376,33.37,wallet,success,2025-11-08T17:58:00
PAY1309,B1377,18.32,upi,success,2025-12-01T23:49:00
PAY1310,B1378,11.88,upi,success,2025-12-28T05:45:00
PAY1311,B1379,94.68,upi,success,2026-01-28T20:48:00
PAY1312,B1380,43.9,wallet,success,2025-11-19T09:54:00
PAY1313,B1382,233.48,netbanking,success,2026-01-18T17:36:00
PAY1314,B1383,71.55,card,success,2025-10-29T17:43:00
PAY1315,B1384,25.78,netbanking,success,2025-11-13T05:40:00
PAY1316,B1385,9.83,netbanking,success,2025-11-19T21:58:00
PAY1317,B1386,18.1,netbanking,success,2025-11-05T18:45:00
PAY1318,B1387,38.37,wallet,success,2025-10-27T13:08:00
PAY1319,B1388,106.54,netbanking,success,2025-12-21T20:04:00
PAY1320,B1389,57.93,card,success,2026-01-07T12:28:00
PAY1321,B1390,85.74,wallet,success,2025-12-17T18:21:00
PAY1322,B1391,31.34,netbanking,success,2026-01-10T14:14:00
PAY1323,B1392,49.54,wallet,success,2025-12-22T15:42:00
PAY1324,B1394,186.48,card,success,2025-12-02T18:14:00
PAY1325,B1395,61.95,upi,success,2026-01-03T13:48:00
PAY1326,B1396,61.68,card,success,2025-11-10T07:07:00
PAY1327,B1397,122.62,wallet,success,2025-12-19T20:31:00
PAY1328,B1398,50.37,netbanking,success,2026-01-15T16:24:00
PAY1329,B1399,130.34,upi,success,2025-12-13T18:30:00
PAY1330,B1401,51.87,netbanking,success,2025-12-17T18:40:00
PAY1331,B1402,68.1,wallet,success,2025-10-30T08:18:00
PAY1332,B1403,92.0,card,success,2025-11-30T19:41:00
PAY1333,B1404,78.84,upi,success,2025-11-24T07:21:00
PAY1334,B1405,46.78,card,success,2025-11-11T18:31:00
PAY1335,B1406,54.53,card,success,2026-01-07T17:19:00
PAY1336,B1407,78.18,netbanking,success,2026-01-18T14:52:00
PAY1337,B1409,114.68,wallet,success,2025-10-19T20:27:00
PAY1338,B1410,163.02,card,success,2025-12-24T18:06:00
PAY1339,B1411,12.57,card,success,2025-10-13T08:01:00
PAY1340,B1412,53.84,netbanking,failed,2026-01-10T14:34:00
PAY1341,B1413,42.68,upi,success,2025-11-26T03:36:00
PAY1342,B1414,70.32,upi,success,2026-01-27T10:40:00
PAY1343,B1415,39.18,wallet,failed,2025-10-15T08:07:00
PAY1344,B1416,21.8,wallet,success,2025-12-09T07:07:00
PAY1345,B1417,41.64,wallet,success,2025-12-05T07:36:00
PAY1346,B1418,145.89,wallet,success,2025-10-25T08:18:00
PAY1347,B1419,48.5,upi,success,2025-11-12T04:29:00
PAY1348,B1420,141.36,upi,success,2025-12-28T06:50:00
PAY1349,B1421,11.57,netbanking,success,2025-11-08T19:31:00
PAY1350,B1422,60.61,card,success,2025-11-05T19:06:00
PAY1351,B1423,47.56,card,success,2025-10-25T02:49:00
PAY1352,B1424,90.66,card,success,2026-01-07T20:27:00
PAY1353,B1425,202.98,wallet,success,2025-12-09T07:17:00
PAY1354,B1426,48.0,wallet,success,2025-12-06T09:31:00
PAY1355,B1427,75.96,netbanking,success,2025-12-17T18:47:00
PAY1356,B1428,52.86,card,success,2025-12-03T00:27:00
PAY1357,B1429,150.69,netbanking,failed,2025-11-07T07:33:00
PAY1358,B1430,202.8,upi,success,2025-12-17T04:52:00
PAY1359,B1431,47.8,netbanking,success,2026-01-11T08:18:00
PAY1360,B1432,46.18,wallet,success,2025-10-03T11:14:00
PAY1361,B1433,52.99,netbanking,success,2025-10-28T16:41:00
PAY1362,B1434,12.72,upi,success,2026-01-16T08:02:00
PAY1363,B1435,34.29,wallet,success,2025-12-03T17:22:00
PAY1364,B1436,72.75,wallet,success,2025-11-30T04:27:00
PAY1365,B1437,93.2,upi,success,2026-01-05T06:32:00
PAY1366,B1438,73.91,netbanking,success,2026-01-12T07:00:00
PAY1367,B1439,90.96,upi,success,2026-01-25T08:41:00
PAY1368,B1440,37.55,netbanking,success,2025-11-11T19:37:00
PAY1369,B1441,146.58,netbanking,success,2025-12-28T23:32:00
PAY1370,B1442,31.52,netbanking,success,2025-12-21T10:45:00
PAY1371,B1443,68.91,card,success,2026-01-17T14:30:00
PAY1372,B1444,31.0,wallet,success,2025-12-14T10:40:00
PAY1373,B1445,40.91,card,success,2025-12-04T13:57:00
PAY1374,B1446,61.52,netbanking,success,2025-12-21T20:57:00
PAY1375,B1447,89.16,wallet,success,2025-12-31T19:34:00
PAY1376,B1448,66.46,wallet,success,2025-11-30T07:27:00
PAY1377,B1449,47.52,upi,success,2025-12-01T13:03:00
PAY1378,B1450,94.83,card,success,2025-11-15T19:46:00
PAY1379,B1451,16.84,wallet,success,2026-01-19T16:00:00
PAY1380,B1452,95.74,netbanking,success,2026-01-27T19:09:00
PAY1381,B1453,29.89,wallet,success,2025-11-25T20:58:00
PAY1382,B1454,20.85,upi,success,2025-10-16T19:50:00
PAY1383,B1455,36.83,card,success,2025-12-08T07:55:00
PAY1384,B1456,287.94,upi,success,2025-11-01T02:07:00
PAY1385,B1457,24.83,card,success,2025-11-25T09:54:00
PAY1386,B1458,126.45,netbanking,success,2025-11-18T00:27:00
PAY1387,B1459,50.7,card,success,2026-01-02T11:31:00
PAY1388,B1460,61.03,netbanking,success,2025-11-08T13:15:00
PAY1389,B1461,14.79,upi,success,2025-10-07T08:50:00
PAY1390,B1462,93.24,netbanking,success,2026-01-21T15:08:00
PAY1391,B1463,43.47,upi,success,2025-12-28T11:38:00
PAY1392,B1464,52.38,upi,success,2026-01-08T19:19:00
PAY1393,B1465,87.68,wallet,failed,2025-10-03T07:17:00
PAY1394,B1466,63.57,netbanking,success,2025-11-20T08:00:00
PAY1395,B1467,11.88,upi,success,2025-12-24T10:37:00
PAY1396,B1468,73.18,wallet,success,2025-10-09T03:11:00
PAY1397,B1469,38.31,upi,success,2026-01-22T19:05:00
PAY1398,B1470,26.01,netbanking,success,2026-01-11T18:20:00
PAY1399,B1471,309.66,card,success,2025-10-07T16:36:00
PAY1400,B1472,33.96,wallet,success,2025-11-21T14:03:00
PAY1401,B1473,111.03,upi,success,2025-12-04T08:33:00
PAY1402,B1474,119.46,card,success,2025-12-26T21:25:00
PAY1403,B1475,23.09,netbanking,success,2025-10-06T16:22:00
PAY1404,B1476,87.42,wallet,success,2025-11-27T21:15:00
PAY1405,B1477,110.43,card,success,2025-11-26T07:23:00
PAY1406,B1478,79.04,card,success,2025-10-28T10:03:00
PAY1407,B1479,47.44,upi,success,2026-01-27T09:03:00
PAY1408,B1480,30.34,netbanking,success,2026-01-22T07:32:00
PAY1409,B1481,40.55,upi,success,2025-11-07T08:43:00
PAY1410,B1482,67.42,wallet,success,2025-11-02T08:57:00
PAY1411,B1483,24.09,card,success,2025-12-22T07:11:00
PAY1412,B1484,145.14,netbanking,success,2025-11-01T17:36:00
PAY1413,B1485,95.49,upi,success,2025-12-28T18:55:00
PAY1414,B1486,34.37,upi,success,2025-10-24T09:21:00
PAY1415,B1487,20.9,card,success,2025-12-05T04:27:00
PAY1416,B1488,48.17,wallet,success,2025-10-19T15:41:00
PAY1417,B1489,33.22,card,success,2025-11-03T17:53:00
PAY1418,B1490,353.58,wallet,success,2026-01-25T17:20:00
PAY1419,B1491,54.0,wallet,success,2025-12-07T12:23:00
PAY1420,B1492,51.3,netbanking,success,2025-12-03T10:42:00
PAY1421,B1493,50.85,card,success,2025-10-03T14:02:00
PAY1422,B1494,70.1,netbanking,success,2025-12-22T18:11:00
PAY1423,B1495,148.5,card,success,2025-12-24T16:37:00
PAY1424,B1496,25.79,card,success,2026-01-14T13:11:00
PAY1425,B1498,78.34,wallet,success,2025-10-07T13:30:00
PAY1426,B1499,24.49,upi,success,2025-11-04T17:08:00
PAY1427,B1500,13.1,wallet,success,2026-01-19T19:01:00
PAY1428,B1501,49.63,wallet,success,2025-11-11T16:22:00
PAY1429,B1502,16.57,upi,success,2025-12-19T17:32:00
PAY1430,B1503,101.42,upi,success,2025-11-18T08:26:00
PAY1431,B1504,73.71,card,success,2025-12-07T07:30:00
PAY1432,B1505,79.48,upi,success,2025-10-28T12:27:00
PAY1433,B1507,61.2,upi,success,2025-12-14T17:25:00
PAY1434,B1508,30.55,card,success,2026-01-24T07:38:00
PAY1435,B1509,262.72,upi,success,2025-10-18T06:10:00
PAY1436,B1510,141.75,wallet,success,2025-11-12T11:36:00
PAY1437,B1511,70.92,card,success,2025-11-25T10:25:00
PAY1438,B1512,69.45,upi,success,2026-01-27T07:39:00
PAY1439,B1514,23.6,netbanking,success,2025-12-26T19:27:00
PAY1440,B1515,27.42,wallet,success,2025-11-26T02:02:00
PAY1441,B1516,11.95,upi,success,2025-12-13T02:35:00
PAY1442,B1517,35.94,netbanking,success,2025-12-19T17:12:00
PAY1443,B1518,68.37,upi,success,2025-11-16T09:46:00
PAY1444,B1519,32.74,netbanking,success,2026-01-28T15:50:00
PAY1445,B1521,30.6,wallet,success,2026-01-11T23:54:00
PAY1446,B1522,24.14,upi,success,2025-11-07T17:48:00
PAY1447,B1523,30.21,wallet,success,2026-01-07T13:12:00
PAY1448,B1524,42.04,upi,success,2025-11-10T06:43:00
PAY1449,B1525,37.15,wallet,success,2025-10-09T18:20:00
PAY1450,B1526,87.86,card,success,2025-10-05T07:57:00
PAY1451,B1527,93.87,netbanking,success,2025-10-08T18:31:00
PAY1452,B1528,58.56,card,success,2026-01-27T11:13:00
PAY1453,B1529,155.85,wallet,success,2025-12-13T08:35:00
PAY1454,B1530,63.0,upi,success,2025-11-01T08:24:00
PAY1455,B1531,52.14,upi,success,2025-11-02T13:30:00
PAY1456,B1532,33.71,upi,success,2025-11-01T10:25:00
PAY1457,B1533,164.52,card,success,2025-12-03T20:52:00
PAY1458,B1534,298.8,card,success,2025-11-19T17:17:00
PAY1459,B1535,82.5,wallet,success,2025-11-30T17:29:00
PAY1460,B1536,29.84,card,success,2025-10-13T12:45:00
PAY1461,B1537,69.9,card,success,2025-11-11T21:19:00
PAY1462,B1538,72.51,netbanking,success,2025-12-07T17:20:00
PAY1463,B1539,25.65,wallet,success,2026-01-22T10:52:00
PAY1464,B1540,99.56,upi,success,2025-11-16T17:33:00
PAY1465,B1541,50.55,wallet,success,2025-11-07T18:58:00
PAY1466,B1542,34.16,netbanking,success,2025-11-13T20:17:00
PAY1467,B1543,46.26,netbanking,success,2025-12-01T20:42:00
PAY1468,B1544,63.29,upi,success,2025-12-13T20:10:00
PAY1469,B1545,54.75,netbanking,success,2026-01-19T08:58:00
PAY1470,B1546,82.22,card,success,2026-01-27T07:19:00
PAY1471,B1547,37.84,card,success,2025-11-25T07:47:00
PAY1472,B1548,20.73,card,success,2026-01-14T08:09:00
PAY1473,B1549,276.96,netbanking,success,2025-10-19T18:11:00
PAY1474,B1550,13.9,upi,success,2025-11-24T08:38:00
PAY1475,B1551,39.06,card,success,2025-12-03T21:26:00
PAY1476,B1552,70.26,netbanking,success,2025-10-12T08:26:00
PAY1477,B1553,49.36,netbanking,success,2025-10-15T14:20:00
PAY1478,B1554,61.59,netbanking,success,2025-11-01T02:04:00
PAY1479,B1555,42.6,wallet,success,2025-10-16T07:28:00
PAY1480,B1556,44.62,wallet,success,2025-11-07T20:06:00
PAY1481,B1557,87.06,card,success,2025-10-15T09:30:00
PAY1482,B1558,91.56,upi,success,2025-12-29T20:29:00
PAY1483,B1559,43.1,upi,success,2026-01-11T07:13:00
PAY1484,B1560,54.87,netbanking,success,2025-10-02T18:41:00
PAY1485,B1561,66.3,card,failed,2026-01-19T09:29:00
PAY1486,B1562,61.71,upi,success,2025-12-28T18:28:00
PAY1487,B1563,53.8,wallet,success,2026-01-19T18:13:00
PAY1488,B1564,33.12,upi,success,2025-10-06T19:33:00
PAY1489,B1565,52.89,wallet,success,2025-12-14T19:57:00
PAY1490,B1566,38.25,wallet,success,2025-12-31T15:59:00
PAY1491,B1567,45.8,netbanking,success,2026-01-17T12:47:00
PAY1492,B1568,70.83,upi,success,2025-12-23T13:45:00
PAY1493,B1569,50.7,wallet,success,2025-10-01T20:58:00
PAY1494,B1570,52.25,netbanking,success,2025-11-25T23:01:00
PAY1495,B1571,131.49,upi,success,2025-11-09T07:50:00
PAY1496,B1572,26.66,card,success,2025-12-18T13:26:00
PAY1497,B1573,71.22,upi,success,2025-12-20T10:54:00
PAY1498,B1574,191.76,upi,success,2026-01-19T04:46:00
PAY1499,B1576,23.8,card,success,2026-01-02T18:10:00
PAY1500,B1577,17.27,netbanking,success,2025-12-16T17:43:00
PAY1501,B1578,12.34,netbanking,success,2025-10-08T12:58:00
PAY1502,B1579,32.81,wallet,success,2025-10-13T23:20:00
PAY1503,B1580,24.21,upi,success,2025-10-02T06:30:00
PAY1504,B1581,68.93,upi,success,2025-11-06T05:42:00
PAY1505,B1582,50.43,wallet,success,2025-11-25T16:07:00
PAY1506,B1583,124.16,card,success,2025-11-02T08:53:00
PAY1507,B1584,27.21,wallet,success,2025-12-20T19:15:00
PAY1508,B1585,123.51,netbanking,success,2025-10-06T09:43:00
PAY1509,B1586,55.33,wallet,success,2025-10-11T06:50:00
PAY1510,B1587,66.78,upi,success,2025-11-22T07:51:00
PAY1511,B1589,42.58,upi,success,2025-12-11T17:26:00
PAY1512,B1590,53.88,upi,success,2025-12-14T20:36:00
PAY1513,B1591,35.04,wallet,success,2026-01-16T16:38:00
PAY1514,B1592,259.38,card,success,2025-10-24T18:26:00
PAY1515,B1593,57.76,wallet,success,2025-11-12T16:49:00
